CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore
1070	1070	0.0	1.0	1.0	1.0
1071	1071	0.0	1.0	1.0	1.0
1072	1072	0.0	1.0	1.0	1.0
1074	1074	0.0	1.0	1.0	1.0
1075	1075	0.0	1.0	1.0	1.0
1076	1076	0.0	1.0	1.0	1.0
1077	1077	0.0	1.0	1.0	1.0
1078	1078	0.0	1.0	1.0	1.0
1079	1079	0.0	1.0	1.0	1.0
1081	1081	0.0	1.0	1.0	1.0
1082	1082	0.0	1.0	1.0	1.0
1083	1083	0.0	1.0	1.0	1.0
1084	1084	0.0	1.0	1.0	1.0
1085	1085	0.0	1.0	1.0	1.0
1088	1088	0.0	1.0	1.0	1.0
1090	1090	0.0	1.0	1.0	1.0
1091	1091	0.0	1.0	1.0	1.0
1092	1092	0.0	1.0	1.0	1.0
1093	1093	0.0	1.0	1.0	1.0
1094	1094	0.0	1.0	1.0	1.0
1096	1096	0.0	1.0	1.0	1.0
1097	1097	0.0	1.0	1.0	1.0
1098	1098	0.0	1.0	1.0	1.0
1099	1099	0.0	1.0	1.0	1.0
1103	1103	0.0	1.0	1.0	1.0
1105	1105	0.0	1.0	1.0	1.0
1107	1107	0.0	1.0	1.0	1.0
1108	1108	0.0	1.0	1.0	1.0
1110	1110	0.0	1.0	1.0	1.0
1112	1112	0.0	1.0	1.0	1.0
1113	1113	0.0	1.0	1.0	1.0
1114	1114	0.0	1.0	1.0	1.0
1115	1115	0.0	1.0	1.0	1.0
1116	1116	0.0	1.0	1.0	1.0
1119	1119	0.0	1.0	1.0	1.0
1123	1123	0.0	1.0	1.0	1.0
1128	1128	0.0	1.0	1.0	1.0
1129	1129	0.0	1.0	1.0	1.0
1130	1130	0.0	1.0	1.0	1.0
1133	1133	0.0	1.0	1.0	1.0
1134	1134	0.0	1.0	1.0	1.0
1137	1137	0.0	1.0	1.0	1.0
1138	1138	0.0	1.0	1.0	1.0
1140	1140	0.0	1.0	1.0	1.0
1143	1143	0.0	1.0	1.0	1.0
1146	1146	0.0	1.0	1.0	1.0
1147	1147	0.0	1.0	1.0	1.0
1148	1148	0.0	1.0	1.0	1.0
1150	1150	0.0	1.0	1.0	1.0
1151	1151	0.0	1.0	1.0	1.0
1153	1153	0.0	1.0	1.0	1.0
1154	1154	0.0	1.0	1.0	1.0
1158	1158	0.0	1.0	1.0	1.0
1159	1159	0.0	1.0	1.0	1.0
1163	1163	0.0	1.0	1.0	1.0
1165	1165	0.0	1.0	1.0	1.0
1171	1171	0.0	1.0	1.0	1.0
1173	1173	0.0	1.0	1.0	1.0
1175	1175	0.0	1.0	1.0	1.0
1178	1178	0.0	1.0	1.0	1.0
1183	1183	0.0	1.0	1.0	1.0
1186	1186	0.0	1.0	1.0	1.0
1187	1187	0.0	1.0	1.0	1.0
1188	1188	0.0	1.0	1.0	1.0
1189	1189	0.0	1.0	1.0	1.0
1190	1190	0.0	1.0	1.0	1.0
1192	1192	0.0	1.0	1.0	1.0
1201	1201	0.0	1.0	1.0	1.0
1203	1203	0.0	1.0	1.0	1.0
1207	1207	0.0	1.0	1.0	1.0
1209	1209	0.0	1.0	1.0	1.0
1214	1214	0.0	1.0	1.0	1.0
1217	1217	0.0	1.0	1.0	1.0
1218	1218	0.0	1.0	1.0	1.0
1221	1221	0.0	1.0	1.0	1.0
1222	1222	0.0	1.0	1.0	1.0
1224	1224	0.0	1.0	1.0	1.0
1226	1226	0.0	1.0	1.0	1.0
1229	1229	0.0	1.0	1.0	1.0
1230	1230	0.0	1.0	1.0	1.0
1233	1233	0.0	1.0	1.0	1.0
1234	1234	0.0	1.0	1.0	1.0
1235	1235	0.0	1.0	1.0	1.0
1236	1236	0.0	1.0	1.0	1.0
1239	1239	0.0	1.0	1.0	1.0
1243	1243	0.0	1.0	1.0	1.0
1244	1244	0.0	1.0	1.0	1.0
1247	1247	0.0	1.0	1.0	1.0
1248	1248	0.0	1.0	1.0	1.0
1250	1250	0.0	1.0	1.0	1.0
1252	1252	0.0	1.0	1.0	1.0
1254	1254	0.0	1.0	1.0	1.0
1257	1257	0.0	1.0	1.0	1.0
1258	1258	0.0	1.0	1.0	1.0
1259	1259	0.0	1.0	1.0	1.0
1260	1260	0.0	1.0	1.0	1.0
1264	1264	0.0	1.0	1.0	1.0
1266	1266	0.0	1.0	1.0	1.0
1267	1267	0.0	1.0	1.0	1.0
1269	1269	0.0	1.0	1.0	1.0
1270	1270	0.0	1.0	1.0	1.0
1271	1271	0.0	1.0	1.0	1.0
1272	1272	0.0	1.0	1.0	1.0
1273	1273	0.0	1.0	1.0	1.0
1274	1274	0.0	1.0	1.0	1.0
1275	1275	0.0	1.0	1.0	1.0
1280	1280	0.0	1.0	1.0	1.0
1281	1281	0.0	1.0	1.0	1.0
1283	1283	0.0	1.0	1.0	1.0
1284	1284	0.0	1.0	1.0	1.0
1287	1287	0.0	1.0	1.0	1.0
1288	1288	0.0	1.0	1.0	1.0
1289	1289	0.0	1.0	1.0	1.0
1290	1290	0.0	1.0	1.0	1.0
1292	1292	0.0	1.0	1.0	1.0
1294	1294	0.0	1.0	1.0	1.0
1296	1296	0.0	1.0	1.0	1.0
1300	1300	0.0	1.0	1.0	1.0
1304	1304	0.0	1.0	1.0	1.0
1306	1306	0.0	1.0	1.0	1.0
1307	1307	0.0	1.0	1.0	1.0
1309	1309	0.0	1.0	1.0	1.0
1312	1312	0.0	1.0	1.0	1.0
1314	1314	0.0	1.0	1.0	1.0
1315	1315	0.0	1.0	1.0	1.0
1318	1318	0.0	1.0	1.0	1.0
1319	1319	0.0	1.0	1.0	1.0
1323	1323	0.0	1.0	1.0	1.0
1328	1328	0.0	1.0	1.0	1.0
1329	1329	0.0	1.0	1.0	1.0
1330	1330	0.0	1.0	1.0	1.0
1335	1335	0.0	1.0	1.0	1.0
1340	1340	0.0	1.0	1.0	1.0
1343	1343	0.0	1.0	1.0	1.0
1344	1344	0.0	1.0	1.0	1.0
1345	1345	0.0	1.0	1.0	1.0
1347	1347	0.0	1.0	1.0	1.0
1349	1349	0.0	1.0	1.0	1.0
1350	1350	0.0	1.0	1.0	1.0
1353	1353	0.0	1.0	1.0	1.0
1354	1354	0.0	1.0	1.0	1.0
1355	1355	0.0	1.0	1.0	1.0
1358	1358	0.0	1.0	1.0	1.0
1359	1359	0.0	1.0	1.0	1.0
1363	1363	0.0	1.0	1.0	1.0
1366	1366	0.0	1.0	1.0	1.0
1370	1370	0.0	1.0	1.0	1.0
1371	1371	0.0	1.0	1.0	1.0
1372	1372	0.0	1.0	1.0	1.0
1373	1373	0.0	1.0	1.0	1.0
1375	1375	0.0	1.0	1.0	1.0
1378	1378	0.0	1.0	1.0	1.0
1379	1379	0.0	1.0	1.0	1.0
1380	1380	0.0	1.0	1.0	1.0
1381	1381	0.0	1.0	1.0	1.0
1385	1385	0.0	1.0	1.0	1.0
1387	1387	0.0	1.0	1.0	1.0
1389	1389	0.0	1.0	1.0	1.0
1393	1393	0.0	1.0	1.0	1.0
1394	1394	0.0	1.0	1.0	1.0
1396	1396	0.0	1.0	1.0	1.0
1397	1397	0.0	1.0	1.0	1.0
1399	1399	0.0	1.0	1.0	1.0
1400	1400	0.0	1.0	1.0	1.0
1402	1402	0.0	1.0	1.0	1.0
1403	1403	0.0	1.0	1.0	1.0
1405	1405	0.0	1.0	1.0	1.0
1406	1406	0.0	1.0	1.0	1.0
1407	1407	0.0	1.0	1.0	1.0
1408	1408	0.0	1.0	1.0	1.0
1410	1410	0.0	1.0	1.0	1.0
1412	1412	0.0	1.0	1.0	1.0
1413	1413	0.0	1.0	1.0	1.0
1415	1415	0.0	1.0	1.0	1.0
1416	1416	0.0	1.0	1.0	1.0
1417	1417	0.0	1.0	1.0	1.0
1418	1418	0.0	1.0	1.0	1.0
1419	1419	0.0	1.0	1.0	1.0
1420	1420	0.0	1.0	1.0	1.0
1421	1421	0.0	1.0	1.0	1.0
1423	1423	0.0	1.0	1.0	1.0
1424	1424	0.0	1.0	1.0	1.0
1426	1426	0.0	1.0	1.0	1.0
1427	1427	0.0	1.0	1.0	1.0
1429	1429	0.0	1.0	1.0	1.0
1430	1430	0.0	1.0	1.0	1.0
1431	1431	0.0	1.0	1.0	1.0
1436	1436	0.0	1.0	1.0	1.0
1437	1437	0.0	1.0	1.0	1.0
1439	1439	0.0	1.0	1.0	1.0
1441	1441	0.0	1.0	1.0	1.0
1445	1445	0.0	1.0	1.0	1.0
1446	1446	0.0	1.0	1.0	1.0
1447	1447	0.0	1.0	1.0	1.0
1448	1448	0.0	1.0	1.0	1.0
1451	1451	0.0	1.0	1.0	1.0
1458	1458	0.0	1.0	1.0	1.0
1459	1459	0.0	1.0	1.0	1.0
1462	1462	0.0	1.0	1.0	1.0
1463	1463	0.0	1.0	1.0	1.0
1464	1464	0.0	1.0	1.0	1.0
1465	1465	0.0	1.0	1.0	1.0
1466	1466	0.0	1.0	1.0	1.0
1470	1470	0.0	1.0	1.0	1.0
1471	1471	0.0	1.0	1.0	1.0
1473	1473	0.0	1.0	1.0	1.0
1476	1476	0.0	1.0	1.0	1.0
1478	1478	0.0	1.0	1.0	1.0
1479	1479	0.0	1.0	1.0	1.0
1481	1481	0.0	1.0	1.0	1.0
1485	1485	0.0	1.0	1.0	1.0
1487	1487	0.0	1.0	1.0	1.0
1488	1488	0.0	1.0	1.0	1.0
1490	1490	0.0	1.0	1.0	1.0
1492	1492	0.0	1.0	1.0	1.0
1493	1493	0.0	1.0	1.0	1.0
1495	1495	0.0	1.0	1.0	1.0
1498	1498	0.0	1.0	1.0	1.0
1503	1503	0.0	1.0	1.0	1.0
1505	1505	0.0	1.0	1.0	1.0
1506	1506	0.0	1.0	1.0	1.0
1507	1507	0.0	1.0	1.0	1.0
1508	1508	0.0	1.0	1.0	1.0
1509	1509	0.0	1.0	1.0	1.0
1510	1510	0.0	1.0	1.0	1.0
1513	1513	0.0	1.0	1.0	1.0
1518	1518	0.0	1.0	1.0	1.0
1519	1519	0.0	1.0	1.0	1.0
1524	1524	0.0	1.0	1.0	1.0
1528	1528	0.0	1.0	1.0	1.0
1530	1530	0.0	1.0	1.0	1.0
1532	1532	0.0	1.0	1.0	1.0
1533	1533	0.0	1.0	1.0	1.0
1534	1534	0.0	1.0	1.0	1.0
1538	1538	0.0	1.0	1.0	1.0
1540	1540	0.0	1.0	1.0	1.0
1541	1541	0.0	1.0	1.0	1.0
1544	1544	0.0	1.0	1.0	1.0
1546	1546	0.0	1.0	1.0	1.0
1547	1547	0.0	1.0	1.0	1.0
1548	1548	0.0	1.0	1.0	1.0
1549	1549	0.0	1.0	1.0	1.0
1553	1553	0.0	1.0	1.0	1.0
1554	1554	0.0	1.0	1.0	1.0
1556	1556	0.0	1.0	1.0	1.0
1557	1557	0.0	1.0	1.0	1.0
1558	1558	0.0	1.0	1.0	1.0
1560	1560	0.0	1.0	1.0	1.0
1561	1561	0.0	1.0	1.0	1.0
1563	1563	0.0	1.0	1.0	1.0
1569	1569	0.0	1.0	1.0	1.0
1571	1571	0.0	1.0	1.0	1.0
1572	1572	0.0	1.0	1.0	1.0
1573	1573	0.0	1.0	1.0	1.0
1575	1575	0.0	1.0	1.0	1.0
1576	1576	0.0	1.0	1.0	1.0
1577	1577	0.0	1.0	1.0	1.0
1579	1579	0.0	1.0	1.0	1.0
1583	1583	0.0	1.0	1.0	1.0
1584	1584	0.0	1.0	1.0	1.0
1585	1585	0.0	1.0	1.0	1.0
1587	1587	0.0	1.0	1.0	1.0
1589	1589	0.0	1.0	1.0	1.0
1590	1590	0.0	1.0	1.0	1.0
1591	1591	0.0	1.0	1.0	1.0
1593	1593	0.0	1.0	1.0	1.0
1597	1597	0.0	1.0	1.0	1.0
1602	1602	0.0	1.0	1.0	1.0
1603	1603	0.0	1.0	1.0	1.0
1604	1604	0.0	1.0	1.0	1.0
1605	1605	0.0	1.0	1.0	1.0
1606	1606	0.0	1.0	1.0	1.0
1607	1607	0.0	1.0	1.0	1.0
1608	1608	0.0	1.0	1.0	1.0
1609	1609	0.0	1.0	1.0	1.0
1610	1610	0.0	1.0	1.0	1.0
1612	1612	0.0	1.0	1.0	1.0
1613	1613	0.0	1.0	1.0	1.0
1615	1615	0.0	1.0	1.0	1.0
1616	1616	0.0	1.0	1.0	1.0
1619	1619	0.0	1.0	1.0	1.0
1620	1620	0.0	1.0	1.0	1.0
1621	1621	0.0	1.0	1.0	1.0
1622	1622	0.0	1.0	1.0	1.0
1623	1623	0.0	1.0	1.0	1.0
1624	1624	0.0	1.0	1.0	1.0
1628	1628	0.0	1.0	1.0	1.0
1629	1629	0.0	1.0	1.0	1.0
1630	1630	0.0	1.0	1.0	1.0
1632	1632	0.0	1.0	1.0	1.0
1634	1634	0.0	1.0	1.0	1.0
1635	1635	0.0	1.0	1.0	1.0
1637	1637	0.0	1.0	1.0	1.0
1638	1638	0.0	1.0	1.0	1.0
1639	1639	0.0	1.0	1.0	1.0
1642	1642	0.0	1.0	1.0	1.0
1643	1643	0.0	1.0	1.0	1.0
1644	1644	0.0	1.0	1.0	1.0
1645	1645	0.0	1.0	1.0	1.0
1650	1650	0.0	1.0	1.0	1.0
1651	1651	0.0	1.0	1.0	1.0
1652	1652	0.0	1.0	1.0	1.0
1653	1653	0.0	1.0	1.0	1.0
1655	1655	0.0	1.0	1.0	1.0
1656	1656	0.0	1.0	1.0	1.0
1657	1657	0.0	1.0	1.0	1.0
1659	1659	0.0	1.0	1.0	1.0
1661	1661	0.0	1.0	1.0	1.0
1662	1662	0.0	1.0	1.0	1.0
1664	1664	0.0	1.0	1.0	1.0
1665	1665	0.0	1.0	1.0	1.0
1671	1671	0.0	1.0	1.0	1.0
1672	1672	0.0	1.0	1.0	1.0
1673	1673	0.0	1.0	1.0	1.0
1674	1674	0.0	1.0	1.0	1.0
1676	1676	0.0	1.0	1.0	1.0
1679	1679	0.0	1.0	1.0	1.0
1682	1682	0.0	1.0	1.0	1.0
1685	1685	0.0	1.0	1.0	1.0
1687	1687	0.0	1.0	1.0	1.0
1688	1688	0.0	1.0	1.0	1.0
1689	1689	0.0	1.0	1.0	1.0
1690	1690	0.0	1.0	1.0	1.0
1692	1692	0.0	1.0	1.0	1.0
1695	1695	0.0	1.0	1.0	1.0
1696	1696	0.0	1.0	1.0	1.0
1697	1697	0.0	1.0	1.0	1.0
1699	1699	0.0	1.0	1.0	1.0
1702	1702	0.0	1.0	1.0	1.0
1704	1704	0.0	1.0	1.0	1.0
1708	1708	0.0	1.0	1.0	1.0
1711	1711	0.0	1.0	1.0	1.0
1712	1712	0.0	1.0	1.0	1.0
1713	1713	0.0	1.0	1.0	1.0
1715	1715	0.0	1.0	1.0	1.0
1722	1722	0.0	1.0	1.0	1.0
1724	1724	0.0	1.0	1.0	1.0
1725	1725	0.0	1.0	1.0	1.0
1728	1728	0.0	1.0	1.0	1.0
1729	1729	0.0	1.0	1.0	1.0
1730	1730	0.0	1.0	1.0	1.0
1735	1735	0.0	1.0	1.0	1.0
1738	1738	0.0	1.0	1.0	1.0
1743	1743	0.0	1.0	1.0	1.0
1745	1745	0.0	1.0	1.0	1.0
1746	1746	0.0	1.0	1.0	1.0
1752	1752	0.0	1.0	1.0	1.0
1756	1756	0.0	1.0	1.0	1.0
1757	1757	0.0	1.0	1.0	1.0
1760	1760	0.0	1.0	1.0	1.0
1761	1761	0.0	1.0	1.0	1.0
1762	1762	0.0	1.0	1.0	1.0
1765	1765	0.0	1.0	1.0	1.0
1766	1766	0.0	1.0	1.0	1.0
1767	1767	0.0	1.0	1.0	1.0
1768	1768	0.0	1.0	1.0	1.0
1769	1769	0.0	1.0	1.0	1.0
1771	1771	0.0	1.0	1.0	1.0
1773	1773	0.0	1.0	1.0	1.0
1774	1774	0.0	1.0	1.0	1.0
1776	1776	0.0	1.0	1.0	1.0
1777	1777	0.0	1.0	1.0	1.0
1778	1778	0.0	1.0	1.0	1.0
1779	1779	0.0	1.0	1.0	1.0
1780	1780	0.0	1.0	1.0	1.0
1783	1783	0.0	1.0	1.0	1.0
1784	1784	0.0	1.0	1.0	1.0
1785	1785	0.0	1.0	1.0	1.0
1787	1787	0.0	1.0	1.0	1.0
1789	1789	0.0	1.0	1.0	1.0
1790	1790	0.0	1.0	1.0	1.0
1792	1792	0.0	1.0	1.0	1.0
1795	1795	0.0	1.0	1.0	1.0
1796	1796	0.0	1.0	1.0	1.0
1801	1801	0.0	1.0	1.0	1.0
1802	1802	0.0	1.0	1.0	1.0
1803	1803	0.0	1.0	1.0	1.0
1805	1805	0.0	1.0	1.0	1.0
1812	1812	0.0	1.0	1.0	1.0
1814	1814	0.0	1.0	1.0	1.0
1815	1815	0.0	1.0	1.0	1.0
1821	1821	0.0	1.0	1.0	1.0
1828	1828	0.0	1.0	1.0	1.0
1831	1831	0.0	1.0	1.0	1.0
1832	1832	0.0	1.0	1.0	1.0
1833	1833	0.0	1.0	1.0	1.0
1836	1836	0.0	1.0	1.0	1.0
1838	1838	0.0	1.0	1.0	1.0
1842	1842	0.0	1.0	1.0	1.0
1843	1843	0.0	1.0	1.0	1.0
1844	1844	0.0	1.0	1.0	1.0
1845	1845	0.0	1.0	1.0	1.0
1848	1848	0.0	1.0	1.0	1.0
1849	1849	0.0	1.0	1.0	1.0
1852	1852	0.0	1.0	1.0	1.0
1854	1854	0.0	1.0	1.0	1.0
1856	1856	0.0	1.0	1.0	1.0
1859	1859	0.0	1.0	1.0	1.0
1862	1862	0.0	1.0	1.0	1.0
1865	1865	0.0	1.0	1.0	1.0
1866	1866	0.0	1.0	1.0	1.0
1869	1869	0.0	1.0	1.0	1.0
1871	1871	0.0	1.0	1.0	1.0
1873	1873	0.0	1.0	1.0	1.0
1874	1874	0.0	1.0	1.0	1.0
1875	1875	0.0	1.0	1.0	1.0
1881	1881	0.0	1.0	1.0	1.0
1882	1882	0.0	1.0	1.0	1.0
1883	1883	0.0	1.0	1.0	1.0
1886	1886	0.0	1.0	1.0	1.0
1890	1890	0.0	1.0	1.0	1.0
1892	1892	0.0	1.0	1.0	1.0
1895	1895	0.0	1.0	1.0	1.0
1898	1898	0.0	1.0	1.0	1.0
1900	1900	0.0	1.0	1.0	1.0
1901	1901	0.0	1.0	1.0	1.0
1902	1902	0.0	1.0	1.0	1.0
1903	1903	0.0	1.0	1.0	1.0
1904	1904	0.0	1.0	1.0	1.0
1909	1909	0.0	1.0	1.0	1.0
1910	1910	0.0	1.0	1.0	1.0
1912	1912	0.0	1.0	1.0	1.0
1913	1913	0.0	1.0	1.0	1.0
1914	1914	0.0	1.0	1.0	1.0
1919	1919	0.0	1.0	1.0	1.0
1921	1921	0.0	1.0	1.0	1.0
1924	1924	0.0	1.0	1.0	1.0
1929	1929	0.0	1.0	1.0	1.0
1936	1936	0.0	1.0	1.0	1.0
1948	1948	0.0	1.0	1.0	1.0
1950	1950	0.0	1.0	1.0	1.0
1953	1953	0.0	1.0	1.0	1.0
1955	1955	0.0	1.0	1.0	1.0
1957	1957	0.0	1.0	1.0	1.0
1958	1958	0.0	1.0	1.0	1.0
1960	1960	0.0	1.0	1.0	1.0
1965	1965	0.0	1.0	1.0	1.0
1969	1969	0.0	1.0	1.0	1.0
1974	1974	0.0	1.0	1.0	1.0
1978	1978	0.0	1.0	1.0	1.0
1989	1989	0.0	1.0	1.0	1.0
1990	1990	0.0	1.0	1.0	1.0
1993	1993	0.0	1.0	1.0	1.0
1997	1997	0.0	1.0	1.0	1.0
1999	1999	0.0	1.0	1.0	1.0
2000	2000	0.0	1.0	1.0	1.0
2001	2001	0.0	1.0	1.0	1.0
2002	2002	0.0	1.0	1.0	1.0
2006	2006	0.0	1.0	1.0	1.0
2007	2007	0.0	1.0	1.0	1.0
2008	2008	0.0	1.0	1.0	1.0
2009	2009	0.0	1.0	1.0	1.0
2012	2012	0.0	1.0	1.0	1.0
2016	2016	0.0	1.0	1.0	1.0
2017	2017	0.0	1.0	1.0	1.0
2018	2018	0.0	1.0	1.0	1.0
2019	2019	0.0	1.0	1.0	1.0
2020	2020	0.0	1.0	1.0	1.0
2030	2030	0.0	1.0	1.0	1.0
2032	2032	0.0	1.0	1.0	1.0
2035	2035	0.0	1.0	1.0	1.0
2037	2037	0.0	1.0	1.0	1.0
2038	2038	0.0	1.0	1.0	1.0
2041	2041	0.0	1.0	1.0	1.0
2042	2042	0.0	1.0	1.0	1.0
2044	2044	0.0	1.0	1.0	1.0
2046	2046	0.0	1.0	1.0	1.0
2047	2047	0.0	1.0	1.0	1.0
2052	2052	0.0	1.0	1.0	1.0
2053	2053	0.0	1.0	1.0	1.0
2058	2058	0.0	1.0	1.0	1.0
2066	2066	0.0	1.0	1.0	1.0
2070	2070	0.0	1.0	1.0	1.0
2075	2075	0.0	1.0	1.0	1.0
2076	2076	0.0	1.0	1.0	1.0
2077	2077	0.0	1.0	1.0	1.0
2078	2078	0.0	1.0	1.0	1.0
2079	2079	0.0	1.0	1.0	1.0
2081	2081	0.0	1.0	1.0	1.0
2082	2082	0.0	1.0	1.0	1.0
2085	2085	0.0	1.0	1.0	1.0
2086	2086	0.0	1.0	1.0	1.0
2095	2095	0.0	1.0	1.0	1.0
2098	2098	0.0	1.0	1.0	1.0
2103	2103	0.0	1.0	1.0	1.0
2105	2105	0.0	1.0	1.0	1.0
2107	2107	0.0	1.0	1.0	1.0
2108	2108	0.0	1.0	1.0	1.0
2110	2110	0.0	1.0	1.0	1.0
2115	2115	0.0	1.0	1.0	1.0
2116	2116	0.0	1.0	1.0	1.0
2120	2120	0.0	1.0	1.0	1.0
2121	2121	0.0	1.0	1.0	1.0
2128	2128	0.0	1.0	1.0	1.0
2139	2139	0.0	1.0	1.0	1.0
2145	2145	0.0	1.0	1.0	1.0
2154	2154	0.0	1.0	1.0	1.0
2157	2157	0.0	1.0	1.0	1.0
2165	2165	0.0	1.0	1.0	1.0
2167	2167	0.0	1.0	1.0	1.0
2171	2171	0.0	1.0	1.0	1.0
